RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice,,,,,
14220,2021-11-23,Infused (edible),Each,51,970.92,0,0,51,970.92,,,,,
14220,2021-11-23,Raw Pre-Rolls,Grams,0,0,580.5,8082.5,580.5,8082.5,,,,,
14220,2021-11-23,Buds,Pounds,0,0,0.05,266.8,0.05,266.8,,,,,
14220,2021-11-23,Raw Pre-Rolls,Grams,0,0,42078.05,597151.14,42078.05,597151.14,,,,,
14220,2021-11-23,Shake/Trim,Grams,0,0,52.5,420,52.5,420,,,,,
14220,2021-11-23,Buds,Grams,0,0,125830.49,1672380.45,125830.49,1672380.45,,,,,
14220,2021-11-23,Vape Product,Each,372,18765.54,0,0,372,18765.54,,,,,
14220,2021-11-23,Shake/Trim (by strain),Grams,0,0,14,110,14,110,,,,,
14220,2021-11-23,Buds,Grams,0,0,84.5,1208.37,84.5,1208.37,,,,,
14220,2021-11-23,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14220,2021-11-23,Infused (edible),Each,487,12780.79,0,0,487,12780.79,,,,,
14220,2021-11-23,Concentrate,Grams,0,0,1,80,1,80,,,,,
14220,2021-11-23,Concentrate (Each),Each,5188,261170.82,0,0,5188,261170.82,,,,,
14220,2021-11-23,Vape Product,Each,17488,960104.21,0,0,17488,960104.21,,,,,
14220,2021-11-23,Kief,Grams,0,0,135,3620.69,135,3620.69,,,,,
14220,2021-11-23,Shake/Trim (by strain),Grams,0,0,4330.95,24329.45,4330.95,24329.45,,,,,
14220,2021-11-23,Infused Pre-Rolls,Grams,0,0,1346.71,38922.42,1346.71,38922.42,,,,,
14220,2021-11-23,Raw Pre-Rolls,Grams,0,0,40.5,595.87,40.5,595.87,,,,,
14249,2021-11-24,Shake/Trim (by strain),Grams,0,0,35,275,35,275,,,,,
14249,2021-11-24,Infused Beverage,Each,215,1848.8,0,0,215,1848.8,,,,,
14249,2021-11-24,Concentrate (Each),Each,7668,374582.57,0,0,7668,374582.57,,,,,
14249,2021-11-24,Infused (non-edible),Each,655,25160.88,0,0,655,25160.88,,,,,
14249,2021-11-24,Kief,Grams,0,0,4,120,4,120,,,,,
14249,2021-11-24,Infused (edible),Each,52,1079.32,0,0,52,1079.32,,,,,
14249,2021-11-24,Kief,Grams,0,0,227,6186.97,227,6186.97,,,,,
14249,2021-11-24,Infused Pre-Rolls,Grams,0,0,30.3,668,30.3,668,,,,,
14249,2021-11-24,Raw Pre-Rolls,Milligrams,0,0,4000,53.36,4000,53.36,,,,,
14249,2021-11-24,Concentrate (Each),Each,189,8204.83,0,0,189,8204.83,,,,,
14249,2021-11-24,Raw Pre-Rolls,Grams,0,0,148.68,2250.15,148.68,2250.15,,,,,
14249,2021-11-24,Buds,Pounds,0,0,0.25,1403.6,0.25,1403.6,,,,,
14249,2021-11-24,Shake/Trim (by strain),Grams,0,0,5377.05,34323.69,5377.05,34323.69,,,,,
14249,2021-11-24,Infused Pre-Rolls,Grams,0,0,2208.52,62943.59,2208.52,62943.59,,,,,
14249,2021-11-24,Raw Pre-Rolls,Grams,0,0,896.5,10203.3,896.5,10203.3,,,,,
14249,2021-11-24,Raw Pre-Rolls,Grams,0,0,65617.96,897506.11,65617.96,897506.11,,,,,
14249,2021-11-24,Concentrate,Grams,0,0,190.2,12186.69,190.2,12186.69,,,,,
14249,2021-11-24,Shake/Trim,Grams,0,0,81.8,705,81.8,705,,,,,
14249,2021-11-24,Buds,Grams,0,0,190752.92,2442351.83,190752.92,2442351.83,,,,,
14249,2021-11-24,Infused Beverage,Each,9515,74619.88,0,0,9515,74619.88,,,,,
14249,2021-11-24,Infused (edible),Each,935,15505.24,0,0,935,15505.24,,,,,
14249,2021-11-24,Suppository,Each,3,300,0,0,3,300,,,,,
14249,2021-11-24,Buds,Grams,0,0,2327.5,28609.7,2327.5,28609.7,,,,,
14249,2021-11-24,Vape Product,Each,420,20615,0,0,420,20615,,,,,
14249,2021-11-24,Vape Product,Each,25278,1338898.68,0,0,25278,1338898.68,,,,,
14249,2021-11-24,Infused (edible),Each,42277,893645.85,0,0,42277,893645.85,,,,,
14249,2021-11-24,Buds,Grams,0,0,81,1183.37,81,1183.37,,,,,
14276,2021-11-25,Infused Beverage,Each,286,2233.19,0,0,286,2233.19,,,,,
14276,2021-11-25,Shake/Trim (by strain),Grams,0,0,526,3569.7,526,3569.7,,,,,
14276,2021-11-25,Infused (non-edible),Each,9,408.5,0,0,9,408.5,,,,,
14276,2021-11-25,Infused Pre-Rolls,Grams,0,0,218.27,6265.18,218.27,6265.18,,,,,
14276,2021-11-25,Concentrate (Each),Each,385,18791.92,0,0,385,18791.92,,,,,
14276,2021-11-25,Buds,Grams,0,0,10688.1,135404.7,10688.1,135404.7,,,,,
14276,2021-11-25,Raw Pre-Rolls,Grams,0,0,4050.74,58185.62,4050.74,58185.62,,,,,
14276,2021-11-25,Infused (edible),Each,10,125,0,0,10,125,,,,,
14276,2021-11-25,Infused (edible),Each,1272,26337.23,0,0,1272,26337.23,,,,,
14276,2021-11-25,Shake/Trim,Grams,0,0,3.8,60,3.8,60,,,,,
14276,2021-11-25,Kief,Grams,0,0,3,87,3,87,,,,,
14276,2021-11-25,Vape Product,Each,1025,51032.57,0,0,1025,51032.57,,,,,
14276,2021-11-25,Concentrate,Grams,0,0,2.5,180,2.5,180,,,,,
14289,2021-11-26,Infused Pre-Rolls,Grams,0,0,76.75,1660,76.75,1660,,,,,
14289,2021-11-26,Shake/Trim (by strain),Grams,0,0,6387.7,39022.75,6387.7,39022.75,,,,,
14289,2021-11-26,Infused Pre-Rolls,Grams,0,0,1967.43,56205.71,1967.43,56205.71,,,,,
14289,2021-11-26,Infused (non-edible),Each,4,80,0,0,4,80,,,,,
14289,2021-11-26,Concentrate (Each),Each,124,5942.5,0,0,124,5942.5,,,,,
14289,2021-11-26,Buds,Pounds,0,0,0.12,696,0.12,696,,,,,
14289,2021-11-26,Infused (edible),Each,39401,850688.19,0,0,39401,850688.19,,,,,
14289,2021-11-26,Infused (edible),Each,546,11127.57,0,0,546,11127.57,,,,,
14289,2021-11-26,Raw Pre-Rolls,Grams,0,0,57158.55,796010.35,57158.55,796010.35,,,,,
14289,2021-11-26,Infused (non-edible),Each,694,27563.36,0,0,694,27563.36,,,,,
14289,2021-11-26,Raw Pre-Rolls,Milligrams,0,0,6000,80.04,6000,80.04,,,,,
14289,2021-11-26,Buds,Grams,0,0,1803.85,23111.69,1803.85,23111.69,,,,,
14289,2021-11-26,Infused Beverage,Each,6150,49067.26,0,0,6150,49067.26,,,,,
14289,2021-11-26,Shake/Trim,Grams,0,0,405.3,1870,405.3,1870,,,,,
14289,2021-11-26,Concentrate,Grams,0,0,188.5,14742.9,188.5,14742.9,,,,,
14289,2021-11-26,Concentrate (Bulk),Grams,0,0,1,50,1,50,,,,,
14289,2021-11-26,Suppository,Each,1,100,0,0,1,100,,,,,
14289,2021-11-26,Buds,Grams,0,0,181092.91,2305128.29,181092.91,2305128.29,,,,,
14289,2021-11-26,Kief,Grams,0,0,3,90,3,90,,,,,
14289,2021-11-26,Infused Beverage,Each,245,2839.9,0,0,245,2839.9,,,,,
14289,2021-11-26,Vape Product,Each,446,19657.72,0,0,446,19657.72,,,,,
14289,2021-11-26,Raw Pre-Rolls,Grams,0,0,542,6543.1,542,6543.1,,,,,
14289,2021-11-26,Vape Product,Each,22122,1200277.77,0,0,22122,1200277.77,,,,,
14289,2021-11-26,Concentrate (Each),Each,7364,369953.76,0,0,7364,369953.76,,,,,
14289,2021-11-26,Kief,Grams,0,0,239,6359.4,239,6359.4,,,,,
14289,2021-11-26,Shake/Trim (by strain),Grams,0,0,35,275,35,275,,,,,
14315,2021-11-27,Vape Product,Each,286,14330.75,0,0,286,14330.75,,,,,
14315,2021-11-27,Infused (non-edible),Each,712,28956.93,0,0,712,28956.93,,,,,
14315,2021-11-27,Infused Pre-Rolls,Grams,0,0,17.25,420,17.25,420,,,,,
14315,2021-11-27,Raw Pre-Rolls,Milligrams,0,0,3500,46.69,3500,46.69,,,,,
14315,2021-11-27,Infused (non-edible),Each,6,360,0,0,6,360,,,,,
14315,2021-11-27,Kief,Grams,0,0,175,4775.38,175,4775.38,,,,,
14315,2021-11-27,Vape Product,Each,17817,988918.99,0,0,17817,988918.99,,,,,
14315,2021-11-27,Infused (edible),Each,35742,782475.01,0,0,35742,782475.01,,,,,
14315,2021-11-27,Suppository,Each,1,100,0,0,1,100,,,,,
14315,2021-11-27,Concentrate,Grams,0,0,133,8881.39,133,8881.39,,,,,
14315,2021-11-27,Raw Pre-Rolls,Grams,0,0,111,1662.63,111,1662.63,,,,,
14315,2021-11-27,Infused Beverage,Each,175,1653.5,0,0,175,1653.5,,,,,
14315,2021-11-27,Shake/Trim (by strain),Grams,0,0,49,385,49,385,,,,,
14315,2021-11-27,Infused (edible),Each,50,895.94,0,0,50,895.94,,,,,
14315,2021-11-27,Infused Pre-Rolls,Grams,0,0,1274.11,38105.38,1274.11,38105.38,,,,,
14315,2021-11-27,Shake/Trim (by strain),Grams,0,0,3559.05,22748.29,3559.05,22748.29,,,,,
14315,2021-11-27,Concentrate (Each),Each,5897,301743.1,0,0,5897,301743.1,,,,,
14315,2021-11-27,Concentrate (Each),Each,61,2835,0,0,61,2835,,,,,
14315,2021-11-27,Shake/Trim,Grams,0,0,128.8,705,128.8,705,,,,,
14315,2021-11-27,Buds,Grams,0,0,138847.6,1827705.19,138847.6,1827705.19,,,,,
14315,2021-11-27,Buds,Grams,0,0,69.5,1004.22,69.5,1004.22,,,,,
14315,2021-11-27,Buds,Pounds,0,0,0.06,324.8,0.06,324.8,,,,,
14315,2021-11-27,Kief,Grams,0,0,4,110.76,4,110.76,,,,,
14315,2021-11-27,Buds,Grams,0,0,1137.7,15412.16,1137.7,15412.16,,,,,
14315,2021-11-27,Infused (edible),Each,435,9831.59,0,0,435,9831.59,,,,,
14315,2021-11-27,Raw Pre-Rolls,Grams,0,0,385.25,4895,385.25,4895,,,,,
14315,2021-11-27,Raw Pre-Rolls,Grams,0,0,44603.93,639789.97,44603.93,639789.97,,,,,
14315,2021-11-27,Infused Beverage,Each,5686,47534.67,0,0,5686,47534.67,,,,,
14343,2021-11-28,Vape Product,Each,121,7565,0,0,121,7565,,,,,
14343,2021-11-28,Infused (edible),Each,206,5335.05,0,0,206,5335.05,,,,,
14343,2021-11-28,Concentrate,Grams,0,0,95.5,6388.29,95.5,6388.29,,,,,
14343,2021-11-28,Concentrate (Each),Each,4006,202967.02,0,0,4006,202967.02,,,,,
14343,2021-11-28,Raw Pre-Rolls,Milligrams,0,0,2000,26.68,2000,26.68,,,,,
14343,2021-11-28,Raw Pre-Rolls,Grams,0,0,118.25,1774,118.25,1774,,,,,
14343,2021-11-28,Suppository,Each,1,100,0,0,1,100,,,,,
14343,2021-11-28,Infused (non-edible),Each,333,12069.01,0,0,333,12069.01,,,,,
14343,2021-11-28,Buds,Grams,0,0,523.85,7310.36,523.85,7310.36,,,,,
14343,2021-11-28,Infused Pre-Rolls,Grams,0,0,813.28,24759.13,813.28,24759.13,,,,,
14343,2021-11-28,Shake/Trim,Grams,0,0,157,700,157,700,,,,,
14343,2021-11-28,Infused (edible),Each,20930,453778.85,0,0,20930,453778.85,,,,,
14343,2021-11-28,Vape Product,Each,12613,699645.09,0,0,12613,699645.09,,,,,
14343,2021-11-28,Buds,Grams,0,0,102484.12,1336546.71,102484.12,1336546.71,,,,,
14343,2021-11-28,Buds,Pounds,0,0,0.04,232,0.04,232,,,,,
14343,2021-11-28,Infused Pre-Rolls,Grams,0,0,8,280,8,280,,,,,
14343,2021-11-28,Shake/Trim (by strain),Grams,0,0,2991.4,20823.19,2991.4,20823.19,,,,,
14343,2021-11-28,Infused Beverage,Each,51,524,0,0,51,524,,,,,
14343,2021-11-28,Concentrate (Each),Each,24,1540,0,0,24,1540,,,,,
14343,2021-11-28,Infused Beverage,Each,3151,26718.8,0,0,3151,26718.8,,,,,
14343,2021-11-28,Raw Pre-Rolls,Grams,0,0,32574.95,463995.78,32574.95,463995.78,,,,,
14343,2021-11-28,Kief,Grams,0,0,127,3417.3,127,3417.3,,,,,
14365,2021-11-29,Raw Pre-Rolls,Grams,0,0,31029.84,437263.01,31029.84,437263.01,,,,,
14365,2021-11-29,Kief,Grams,0,0,129,3506.05,129,3506.05,,,,,
14365,2021-11-29,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14365,2021-11-29,Infused Beverage,Each,75,649,0,0,75,649,,,,,
14365,2021-11-29,Concentrate (Each),Each,110,5678,0,0,110,5678,,,,,
14365,2021-11-29,Shake/Trim (by strain),Grams,0,0,42,292.5,42,292.5,,,,,
14365,2021-11-29,Raw Pre-Rolls,Grams,0,0,696,8517,696,8517,,,,,
14365,2021-11-29,Infused Pre-Rolls,Grams,0,0,821.61,23908.82,821.61,23908.82,,,,,
14365,2021-11-29,Vape Product,Each,12028,652741.48,0,0,12028,652741.48,,,,,
14365,2021-11-29,Shake/Trim (by strain),Grams,0,0,3411.8,21879.11,3411.8,21879.11,,,,,
14365,2021-11-29,Concentrate,Grams,0,0,89,5834.07,89,5834.07,,,,,
14365,2021-11-29,Shake/Trim,Grams,0,0,17,130,17,130,,,,,
14365,2021-11-29,Infused (edible),Each,17270,370884.53,0,0,17270,370884.53,,,,,
14365,2021-11-29,Buds,Grams,0,0,98118.71,1271540.67,98118.71,1271540.67,,,,,
14365,2021-11-29,Buds,Pounds,0,0,0.05,290,0.05,290,,,,,
14365,2021-11-29,Infused Beverage,Each,2805,20626.85,0,0,2805,20626.85,,,,,
14365,2021-11-29,Infused (non-edible),Each,393,14348.08,0,0,393,14348.08,,,,,
14365,2021-11-29,Infused Pre-Rolls,Grams,0,0,32.35,671,32.35,671,,,,,
14365,2021-11-29,Concentrate (Each),Each,3929,196819.64,0,0,3929,196819.64,,,,,
14365,2021-11-29,Raw Pre-Rolls,Milligrams,0,0,3500,45.02,3500,45.02,,,,,
14365,2021-11-29,Concentrate (Bulk),Grams,0,0,0.5,50,0.5,50,,,,,
14365,2021-11-29,Infused (edible),Each,266,6282.89,0,0,266,6282.89,,,,,
14365,2021-11-29,Vape Product,Each,210,11313,0,0,210,11313,,,,,
14365,2021-11-29,Buds,Grams,0,0,1537.15,19019.19,1537.15,19019.19,,,,,
14389,2021-11-30,Infused Pre-Rolls,Grams,0,0,828.27,24007.54,828.27,24007.54,,,,,
14389,2021-11-30,Raw Pre-Rolls,Grams,0,0,31031.14,446411.56,31031.14,446411.56,,,,,
14389,2021-11-30,Buds,Pounds,0,0,0.11,638,0.11,638,,,,,
14389,2021-11-30,Infused (edible),Each,21,387.56,0,0,21,387.56,,,,,
14389,2021-11-30,Infused Pre-Rolls,Grams,0,0,9.25,305,9.25,305,,,,,
14389,2021-11-30,Shake/Trim (by strain),Grams,0,0,28,210,28,210,,,,,
14389,2021-11-30,Raw Pre-Rolls,Grams,0,0,476.65,5881.62,476.65,5881.62,,,,,
14389,2021-11-30,Infused (edible),Each,330,6439.6,0,0,330,6439.6,,,,,
14389,2021-11-30,Buds,Grams,0,0,1273.85,16735.39,1273.85,16735.39,,,,,
14389,2021-11-30,Infused (edible),Each,17709,380423.73,0,0,17709,380423.73,,,,,
14389,2021-11-30,Infused Beverage,Each,2559,20067.77,0,0,2559,20067.77,,,,,
14389,2021-11-30,Concentrate (Each),Each,38,1578.5,0,0,38,1578.5,,,,,
14389,2021-11-30,Infused (non-edible),Each,353,12327.84,0,0,353,12327.84,,,,,
14389,2021-11-30,Concentrate (Each),Each,2,116.68,0,0,2,116.68,,,,,
14389,2021-11-30,Raw Pre-Rolls,Milligrams,0,0,1500,20.01,1500,20.01,,,,,
14389,2021-11-30,Vape Product,Each,11640,645408.24,0,0,11640,645408.24,,,,,
14389,2021-11-30,Buds,Grams,0,0,91.5,1300.04,91.5,1300.04,,,,,
14389,2021-11-30,Shake/Trim (by strain),Grams,0,0,2860.6,20595.85,2860.6,20595.85,,,,,
14389,2021-11-30,Suppository,Each,1,100,0,0,1,100,,,,,
14389,2021-11-30,Vape Product,Each,192,10080.25,0,0,192,10080.25,,,,,
14389,2021-11-30,Raw Pre-Rolls,Grams,0,0,26.5,391.7,26.5,391.7,,,,,
14389,2021-11-30,Kief,Grams,0,0,132,3707.19,132,3707.19,,,,,
14389,2021-11-30,Concentrate,Grams,0,0,106.5,7114.68,106.5,7114.68,,,,,
14389,2021-11-30,Concentrate (Each),Each,3586,180967.62,0,0,3586,180967.62,,,,,
14389,2021-11-30,Buds,Grams,0,0,97531.59,1274980.02,97531.59,1274980.02,,,,,
14389,2021-11-30,Shake/Trim,Grams,0,0,6.5,90,6.5,90,,,,,
14389,2021-11-30,Infused Beverage,Each,79,632.25,0,0,79,632.25,,,,,
14416,2021-12-01,Infused (non-edible),Each,352,14037.14,0,0,352,14037.14,,,,,
14416,2021-12-01,Raw Pre-Rolls,Grams,0,0,34197.5,490030.56,34197.5,490030.56,,,,,
14416,2021-12-01,Buds,Grams,0,0,104087.41,1355713.33,104087.41,1355713.33,,,,,
14416,2021-12-01,Concentrate (Each),Each,115,6485,0,0,115,6485,,,,,
14416,2021-12-01,Suppository,Each,1,100,0,0,1,100,,,,,
14416,2021-12-01,Buds,Pounds,0,0,0.05,290,0.05,290,,,,,
14416,2021-12-01,Infused (edible),Each,255,5798.05,0,0,255,5798.05,,,,,
14416,2021-12-01,Raw Pre-Rolls,Grams,0,0,335.35,4520.26,335.35,4520.26,,,,,
14416,2021-12-01,Raw Pre-Rolls,Milligrams,0,0,1500,20.01,1500,20.01,,,,,
14416,2021-12-01,Buds,Grams,0,0,767.15,11067.52,767.15,11067.52,,,,,
14416,2021-12-01,Infused Beverage,Each,61,828,0,0,61,828,,,,,
14416,2021-12-01,Infused Pre-Rolls,Grams,0,0,16.5,405,16.5,405,,,,,
14416,2021-12-01,Shake/Trim (by strain),Grams,0,0,14,110,14,110,,,,,
14416,2021-12-01,Infused (edible),Each,14,175,0,0,14,175,,,,,
14416,2021-12-01,Buds,Grams,0,0,48,704.22,48,704.22,,,,,
14416,2021-12-01,Kief,Grams,0,0,131,3425.53,131,3425.53,,,,,
14416,2021-12-01,Concentrate (Each),Each,4150,203809.13,0,0,4150,203809.13,,,,,
14416,2021-12-01,Vape Product,Each,12482,694576.99,0,0,12482,694576.99,,,,,
14416,2021-12-01,Raw Pre-Rolls,Grams,0,0,54.5,833.44,54.5,833.44,,,,,
14416,2021-12-01,Concentrate (Each),Each,2,116.68,0,0,2,116.68,,,,,
14416,2021-12-01,Concentrate,Grams,0,0,98,6333.36,98,6333.36,,,,,
14416,2021-12-01,Shake/Trim,Grams,0,0,35,280,35,280,,,,,
14416,2021-12-01,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14416,2021-12-01,Infused Beverage,Each,2933,23138.57,0,0,2933,23138.57,,,,,
14416,2021-12-01,Infused (non-edible),Each,2,90,0,0,2,90,,,,,
14416,2021-12-01,Infused Pre-Rolls,Grams,0,0,950.27,27112.12,950.27,27112.12,,,,,
14416,2021-12-01,Vape Product,Each,207,11255.5,0,0,207,11255.5,,,,,
14416,2021-12-01,Infused (edible),Each,19450,411653.07,0,0,19450,411653.07,,,,,
14416,2021-12-01,Shake/Trim (by strain),Grams,0,0,3635.45,25806.9,3635.45,25806.9,,,,,
14445,2021-12-02,Buds,Pounds,0,0,0.02,116,0.02,116,,,,,
14445,2021-12-02,Vape Product,Each,272,15002,0,0,272,15002,,,,,
14445,2021-12-02,Infused Beverage,Each,3289,26436.94,0,0,3289,26436.94,,,,,
14445,2021-12-02,Concentrate,Grams,0,0,132.5,8576.58,132.5,8576.58,,,,,
14445,2021-12-02,Raw Pre-Rolls,Grams,0,0,35762.03,511867.03,35762.03,511867.03,,,,,
14445,2021-12-02,Raw Pre-Rolls,Grams,0,0,22.5,312.51,22.5,312.51,,,,,
14445,2021-12-02,Concentrate (Bulk),Grams,0,0,1,100,1,100,,,,,
14445,2021-12-02,Vape Product,Each,13231,744273.06,0,0,13231,744273.06,,,,,
14445,2021-12-02,Shake/Trim,Grams,0,0,28.3,190,28.3,190,,,,,
14445,2021-12-02,Kief,Grams,0,0,150.3,3752.02,150.3,3752.02,,,,,
14445,2021-12-02,Shake/Trim (by strain),Grams,0,0,28,220,28,220,,,,,
14445,2021-12-02,Infused (non-edible),Each,364,12770.74,0,0,364,12770.74,,,,,
14445,2021-12-02,Infused Beverage,Each,100,1408,0,0,100,1408,,,,,
14445,2021-12-02,Infused (edible),Each,408,9976.85,0,0,408,9976.85,,,,,
14445,2021-12-02,Infused Pre-Rolls,Grams,0,0,32.35,876,32.35,876,,,,,
14445,2021-12-02,Buds,Grams,0,0,1265.7,18099.34,1265.7,18099.34,,,,,
14445,2021-12-02,Infused (edible),Each,20701,441333.99,0,0,20701,441333.99,,,,,
14445,2021-12-02,Infused (edible),Each,17,325.06,0,0,17,325.06,,,,,
14445,2021-12-02,Shake/Trim (by strain),Grams,0,0,3676.7,25592.22,3676.7,25592.22,,,,,
14445,2021-12-02,Concentrate (Each),Each,4538,229298.99,0,0,4538,229298.99,,,,,
14445,2021-12-02,Kief,Grams,0,0,2,60,2,60,,,,,
14445,2021-12-02,Buds,Grams,0,0,111413.62,1447295.68,111413.62,1447295.68,,,,,
14445,2021-12-02,Raw Pre-Rolls,Milligrams,0,0,2000,26.68,2000,26.68,,,,,
14445,2021-12-02,Concentrate (Each),Each,57,2746,0,0,57,2746,,,,,
14445,2021-12-02,Buds,Grams,0,0,52.5,787.64,52.5,787.64,,,,,
14445,2021-12-02,Infused Pre-Rolls,Grams,0,0,978.9,28467.34,978.9,28467.34,,,,,
14445,2021-12-02,Raw Pre-Rolls,Grams,0,0,446.5,5975.93,446.5,5975.93,,,,,
14472,2021-12-03,Shake/Trim (by strain),Grams,0,0,35,275,35,275,,,,,
14472,2021-12-03,Concentrate (Each),Each,5898,301648.34,0,0,5898,301648.34,,,,,
14472,2021-12-03,Shake/Trim (by strain),Grams,0,0,4456.6,29742.27,4456.6,29742.27,,,,,
14472,2021-12-03,Raw Pre-Rolls,Grams,0,0,47728.73,681993.39,47728.73,681993.39,,,,,
14472,2021-12-03,Vape Product,Each,271,15644.96,0,0,271,15644.96,,,,,
14472,2021-12-03,Shake/Trim,Grams,0,0,42,380,42,380,,,,,
14472,2021-12-03,Concentrate (Each),Each,3,125.01,0,0,3,125.01,,,,,
14472,2021-12-03,Concentrate (Bulk),Grams,0,0,6,250,6,250,,,,,
14472,2021-12-03,Raw Pre-Rolls,Grams,0,0,3.5,54.17,3.5,54.17,,,,,
14472,2021-12-03,Concentrate,Grams,0,0,178,11419.8,178,11419.8,,,,,
14472,2021-12-03,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14472,2021-12-03,Kief,Grams,0,0,2,60,2,60,,,,,
14472,2021-12-03,Infused Pre-Rolls,Grams,0,0,19.5,520,19.5,520,,,,,
14472,2021-12-03,Infused (edible),Each,656,15326.31,0,0,656,15326.31,,,,,
14472,2021-12-03,Infused Pre-Rolls,Grams,0,0,1645.01,49444.2,1645.01,49444.2,,,,,
14472,2021-12-03,Raw Pre-Rolls,Grams,0,0,504.75,6797.98,504.75,6797.98,,,,,
14472,2021-12-03,Buds,Pounds,0,0,0.08,440.8,0.08,440.8,,,,,
14472,2021-12-03,Raw Pre-Rolls,Milligrams,0,0,3500,44.02,3500,44.02,,,,,
14472,2021-12-03,Infused (non-edible),Each,15,600,0,0,15,600,,,,,
14472,2021-12-03,Buds,Grams,0,0,1541.5,21673.9,1541.5,21673.9,,,,,
14472,2021-12-03,Infused Beverage,Each,296,4297,0,0,296,4297,,,,,
14472,2021-12-03,Buds,Grams,0,0,13.5,212.54,13.5,212.54,,,,,
14472,2021-12-03,Infused Beverage,Each,5563,45060.82,0,0,5563,45060.82,,,,,
14472,2021-12-03,Kief,Grams,0,0,192.6,5070.64,192.6,5070.64,,,,,
14472,2021-12-03,Infused (edible),Each,30865,667127.16,0,0,30865,667127.16,,,,,
14472,2021-12-03,Buds,Grams,0,0,154444.93,1978877.25,154444.93,1978877.25,,,,,
14472,2021-12-03,Infused (non-edible),Each,490,18080.18,0,0,490,18080.18,,,,,
14472,2021-12-03,Vape Product,Each,17778,988272.51,0,0,17778,988272.51,,,,,
14472,2021-12-03,Concentrate (Each),Each,84,4610.01,0,0,84,4610.01,,,,,
14501,2021-12-04,Raw Pre-Rolls,Grams,0,0,43862.21,618902.37,43862.21,618902.37,,,,,
14501,2021-12-04,Raw Pre-Rolls,Grams,0,0,478,6114.23,478,6114.23,,,,,
14501,2021-12-04,Kief,Grams,0,0,8,240,8,240,,,,,
14501,2021-12-04,Buds,Pounds,0,0,0.13,754,0.13,754,,,,,
14501,2021-12-04,Vape Product,Each,17608,978453.42,0,0,17608,978453.42,,,,,
14501,2021-12-04,Shake/Trim (by strain),Grams,0,0,4763.5,33217.96,4763.5,33217.96,,,,,
14501,2021-12-04,Infused Beverage,Each,6550,51967.05,0,0,6550,51967.05,,,,,
14501,2021-12-04,Concentrate (Each),Each,72,3139,0,0,72,3139,,,,,
14501,2021-12-04,Raw Pre-Rolls,Grams,0,0,84,1292.27,84,1292.27,,,,,
14501,2021-12-04,Concentrate,Milligrams,0,0,3000,240,3000,240,,,,,
14501,2021-12-04,Concentrate (Each),Each,5753,294248.71,0,0,5753,294248.71,,,,,
14501,2021-12-04,Infused (non-edible),Each,635,24624.04,0,0,635,24624.04,,,,,
14501,2021-12-04,Infused Pre-Rolls,Grams,0,0,21.75,435,21.75,435,,,,,
14501,2021-12-04,Raw Pre-Rolls,Milligrams,0,0,1500,16.67,1500,16.67,,,,,
14501,2021-12-04,Vape Product,Each,308,14493.57,0,0,308,14493.57,,,,,
14501,2021-12-04,Infused (edible),Each,496,10670.14,0,0,496,10670.14,,,,,
14501,2021-12-04,Kief,Grams,0,0,189.5,5137.53,189.5,5137.53,,,,,
14501,2021-12-04,Concentrate (Each),Each,2,83.34,0,0,2,83.34,,,,,
14501,2021-12-04,Infused Pre-Rolls,Grams,0,0,1573.96,45876.12,1573.96,45876.12,,,,,
14501,2021-12-04,Concentrate,Grams,0,0,141,9343.09,141,9343.09,,,,,
14501,2021-12-04,Buds,Grams,0,0,54.5,795.97,54.5,795.97,,,,,
14501,2021-12-04,Infused (edible),Each,33994,740127,0,0,33994,740127,,,,,
14501,2021-12-04,Infused Beverage,Each,355,3366.75,0,0,355,3366.75,,,,,
14501,2021-12-04,Buds,Grams,0,0,1676.75,20502.41,1676.75,20502.41,,,,,
14501,2021-12-04,Concentrate (Bulk),Grams,0,0,1,50,1,50,,,,,
14501,2021-12-04,Shake/Trim,Grams,0,0,27,255,27,255,,,,,
14501,2021-12-04,Concentrate,Grams,0,0,1,80,1,80,,,,,
14501,2021-12-04,Infused (non-edible),Each,5,200,0,0,5,200,,,,,
14501,2021-12-04,Buds,Grams,0,0,145874.99,1875063.51,145874.99,1875063.51,,,,,
14501,2021-12-04,Infused (edible),Each,10,132.18,0,0,10,132.18,,,,,
14531,2021-12-05,Infused Pre-Rolls,Grams,0,0,1147.94,34246.04,1147.94,34246.04,,,,,
14531,2021-12-05,Infused Beverage,Each,4067,33210.4,0,0,4067,33210.4,,,,,
14531,2021-12-05,Raw Pre-Rolls,Milligrams,0,0,7500,100.05,7500,100.05,,,,,
14531,2021-12-05,Shake/Trim,Grams,0,0,21.1,200,21.1,200,,,,,
14531,2021-12-05,Infused (edible),Each,220,4928.49,0,0,220,4928.49,,,,,
14531,2021-12-05,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14531,2021-12-05,Infused (non-edible),Each,461,18592.38,0,0,461,18592.38,,,,,
